,index,DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
18,32219,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,6p24.1,6,12903725,PHACTR1,PHACTR1,,,221692,,,rs9349379-G,rs9349379,0,9349379.0,intron_variant,0.0,0.431606,2e-42,41.698970004336026,,1.14,[1.12- 1.16],"Affymetrix, Illumina [8600000] (imputed)",N
19,23681,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",19p13.2,19,11091630,LDLR,LDLR,,,3949,,,rs6511720-T,rs6511720,0,6511720.0,intron_variant,0.0,0.117,5e-41,40.301029995663974,,0.136,[0.12-0.16] unit decrease,Affymetrix [7947838] (imputed),N
20,23927,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",19p13.2,19,11091630,LDLR,LDLR,,,3949,,,rs6511720-T,rs6511720,0,6511720.0,intron_variant,0.0,0.1167,5e-41,40.301029995663974,,0.1359,[0.12-0.16] unit decrease,NR [8041861] (imputed),N
21,23933,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",19q13.32,19,44908822,"APOC1, APOE, TOMM40",APOE,,,348,,,rs7412-T,rs7412,0,7412.0,missense_variant,0.0,0.0799,2.9999999999999996e-39,38.522878745280345,,0.1603,[0.14-0.18] unit decrease,NR [8041861] (imputed),N
22,23678,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",19q13.32,19,44908822,"APOC1, APOE, TOMM40",APOE,,,348,,,rs7412-T,rs7412,0,7412.0,missense_variant,0.0,0.08,2.9999999999999996e-39,38.522878745280345,,0.16,[0.14-0.18] unit decrease,Affymetrix [7947838] (imputed),N
23,32220,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,6q25.3,6,160584578,"SLC22A3, LPAL2, LPA",LPA,,,4018,,,rs55730499-T,rs55730499,0,55730499.0,intron_variant,0.0,0.056243,5e-39,38.301029995663974,,1.37,[1.31- 1.44],"Affymetrix, Illumina [8600000] (imputed)",N
24,21024,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,19p13.2,19,11077477,intergenic,SMARCA4 - LDLR,6597.0,3949.0,,15195.0,11885.0,rs55791371-A,rs55791371,0,55791371.0,intergenic_variant,1.0,0.8868,2e-36,35.698970004336026,,0.1157,[0.098-0.134] unit increase,Affymetrix [at least 7947838] (imputed),N
25,21050,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,15q25.1,15,78849442,intergenic,LOC390614 - TRK-CTT1-2,390614.0,100189013.0,,17412.0,11120.0,rs7173743-T,rs7173743,0,7173743.0,intron_variant,1.0,0.5542,5e-36,35.301029995663974,,0.0636,[0.054-0.074] unit increase,Affymetrix [at least 7947838] (imputed),N
26,21044,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,19q13.32,19,44908822,"APOC1, APOE, TOMM40",APOE,,,348,,,rs7412-T,rs7412,0,7412.0,missense_variant,0.0,0.079,2e-35,34.69897000433602,,0.1368,[0.12-0.16] unit decrease,Affymetrix [at least 7947838] (imputed),N
27,3416,2011-11-03,21971053,Takeuchi F,2011-10-05,Eur J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/21971053,Genome-wide association study of coronary artery disease in the Japanese.,Coronary heart disease,"806 Japanese ancestry cases, 1,337 Japanese ancestry controls","3,593 Japanese ancestry cases, 6,335 Japanese ancestry controls",12q24.12,12,111803962,ALDH2,ALDH2,,,217,,,rs671-A,rs671,0,671,missense_variant,0.0,0.23,2e-34,33.69897000433602,,1.43,[1.35-1.51],Illumina [451382],N
28,21053,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,21q22.11,21,34221526,intergenic,LINC00310 - LOC105372791,114036.0,105372791.0,,31607.0,131511.0,rs28451064-A,rs28451064,0,28451064.0,intron_variant,1.0,0.1239,2.9999999999999998e-33,32.522878745280345,,0.1083,[0.091-0.126] unit increase,Affymetrix [at least 7947838] (imputed),N
29,23943,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",21q22.11,21,34221526,intergenic,LINC00310 - LOC105372791,114036.0,105372791.0,,31607.0,131511.0,rs28451064-A,rs28451064,0,28451064.0,intron_variant,1.0,0.1236,7e-33,32.154901959985736,,0.1193,[0.1-0.139] unit increase,NR [8041861] (imputed),N
30,23676,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",21q22.11,21,34221526,intergenic,LINC00310 - LOC105372791,114036.0,105372791.0,,31607.0,131511.0,rs28451064-A,rs28451064,0,28451064.0,intron_variant,1.0,0.124,7e-33,32.154901959985736,,0.11900000000000001,[0.099-0.139] unit increase,Affymetrix [7947838] (imputed),N
31,21080,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,2q33.2,2,203009020,NBEAL1,LOC100526841 - NBEAL1,100526841.0,65065.0,,11999.0,5604.0,rs6728861-A,rs6728861,0,6728861.0,intron_variant,1.0,0.1174,9.999999999999999e-33,32.0,,0.1054,[0.088-0.123] unit increase,Affymetrix [at least 7947838] (imputed),N
32,32221,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,6q26,6,160702419,PLG,PLG,,,5340,,,rs4252185-C,rs4252185,0,4252185.0,intron_variant,0.0,0.059661,1.9999999999999998e-32,31.69897000433602,,1.34,[1.28- 1.41],"Affymetrix, Illumina [8600000] (imputed)",N
33,23675,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",2q33.2,2,203104250,NBEAL1,NBEAL1,,,65065,,,rs72934535-T,rs72934535,0,72934535.0,intron_variant,0.0,0.9,1.9999999999999998e-32,31.69897000433602,,0.128,[0.11-0.15] unit decrease,Affymetrix [7947838] (imputed),N
34,23732,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2q33.2,2,203029276,NBEAL1,NBEAL1,,,65065,,,rs115654617-A,rs115654617,0,115654617.0,intron_variant,0.0,0.1157,1.9999999999999998e-32,31.69897000433602,,0.1179,[0.098-0.137] unit increase,NR [8041861] (imputed),N
35,23795,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6q23.2,6,133888699,"EYA4-AS1, TCF21",TARID,,,100507308,,,rs2327429-T,rs2327429,0,2327429.0,non_coding_transcript_exon_variant,0.0,0.693,3e-31,30.522878745280337,,0.0723,[0.06-0.084] unit increase,NR [8041861] (imputed),N
36,23800,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6q25.3,6,160490564,LPAL2,LPAL2,,,80350,,,rs147555597-A,rs147555597,0,147555597.0,intron_variant,0.0,0.0088,3e-31,30.522878745280337,,0.3977,[0.33-0.46] unit increase,NR [8041861] (imputed),N
37,23688,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",6q25.3,6,160490564,LPAL2,LPAL2,,,80350,,,rs147555597-A,rs147555597,0,147555597.0,intron_variant,0.0,0.009,3e-31,30.522878745280337,,0.39799999999999996,[0.33-0.46] unit increase,Affymetrix [7947838] (imputed),N
38,21079,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,6q23.2,6,133888699,"EYA4-AS1, TCF21",TARID,,,100507308,,,rs2327429-T,rs2327429,0,2327429.0,non_coding_transcript_exon_variant,0.0,0.695,3.9999999999999995e-31,30.397940008672037,,0.0655,[0.055-0.076] unit increase,Affymetrix [at least 7947838] (imputed),N
39,23713,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1q41,1,222650187,MIA3,MIA3,,,375056,,,rs17465637-A,rs17465637,0,17465637.0,intron_variant,0.0,0.2903,7.999999999999999e-31,30.096910013008056,,0.0817,[0.068-0.096] unit decrease,NR [8041861] (imputed),N
40,23670,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",15q25.1,15,78846658,intergenic,LOC390614 - TRK-CTT1-2,390614.0,100189013.0,,14628.0,13904.0,rs11637783-T,rs11637783,0,11637783.0,intron_variant,1.0,0.575,1e-30,30.0,,0.07400000000000001,[0.06-0.088] unit increase,Affymetrix [7947838] (imputed),N
41,23898,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",15q25.1,15,78824791,intergenic,ADAMTS7 - LOC390614,11173.0,390614.0,,13327.0,6250.0,rs6495335-T,rs6495335,0,6495335.0,intron_variant,1.0,0.6039,2e-30,29.69897000433602,,0.0694,[0.058-0.081] unit increase,NR [8041861] (imputed),N
42,23881,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",12q24.12,12,111446804,"ATXN2, SH2B3",SH2B3,,,10019,,,rs3184504-T,rs3184504,0,3184504.0,missense_variant,0.0,0.4721,5.0000000000000004e-30,29.30102999566398,,0.0742,[0.061-0.087] unit increase,NR [8041861] (imputed),N
43,23867,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",11q22.3,11,103789839,intergenic,LOC105369463 - LOC102723862,105369463.0,102723862.0,,138559.0,52933.0,rs974819-T,rs974819,0,974819.0,intron_variant,1.0,0.3098,5.999999999999999e-29,28.22184874961636,,0.0674,[0.056-0.079] unit increase,NR [8041861] (imputed),N
44,21095,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,11q22.3,11,103789839,intergenic,LOC105369463 - LOC102723862,105369463.0,102723862.0,,138559.0,52933.0,rs974819-T,rs974819,0,974819.0,intron_variant,1.0,0.3082,1e-28,28.0,,0.0614,[0.051-0.072] unit increase,Affymetrix [at least 7947838] (imputed),N
